"Primaire 
et moins","Début du 
secondaire","Fin du 
secondaire",Post-secondaire,"Études 
universitaire 
non complétées",Baccalauréat,"Maitrise ou 
Doctorat"
54.0,40.0,14.0,8.0,5.0,1.0,0.5
