"Préparation 
de nourriture",Construction,Nettoyage,Conduite,Agriculture,"Fabrication 
de vêtements","Services 
personnels",Vente,"Service à 
la clientèle","Administration 
des affaires","Technologies 
de l'information",Sciences et génie,Santé,Gestion,"Haute direction 
et politique",Enseignement
64,59,59,58,57,56,54,52,49,43,41,41,35,34,30,28
